"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2018,"LATVIA","LVA",4.03969750525899,17865.0310947639,12.208934,3.6,2.3,4.2,6.18867874,1927174,"98","92.4034575429562",10,"Europe and Central Asia","High income","High","High",80941308,44325002,19271740
2018,"LEBANON","LBN",4.60461121532611,9225.84515488016,29.3218817,7.6,5.1,8.8,8.02195835,5950839,"82","97.8705825263797",16.311,"Middle East and North Africa","Lower middle income","High","High",854164387.3752,495027088.1379,97064134.929
2018,"LESOTHO","LSO",1.03575177080068,1162.97879205186,28.73518151,60.8,37,76.4,11.02123833,2198017,"90","46.5155954019209",27.262,"Sub-Saharan Africa","Lower middle income","High","High",4578066734.2856,2217126559.798,59922339.454
2018,"LIBERIA","LBR",0.230417244192579,700.037039377706,50.40175469,60.9,31.4,82.6,9.84876537,4889391,"74","20.1920909965308",32.706,"Sub-Saharan Africa","Low income","High","High",13208766060.9996,5021250052.2444,159912422.046
2018,"LITHUANIA","LTU",4.15931506316341,19186.3595916406,10.48238618,3.3,2.2,4.1,6.53044701,2801543,"92","93.2524655573182",10,"Europe and Central Asia","High income","High","High",114863263,61633946,28015430
2018,"LUXEMBOURG","LUX",15.331523974011,116786.511654675,10.13585944,2.3,1.7,2.8,5.25880098,607950,"99","97.5973268869478",10.3,"Europe and Central Asia","High income","Low","Low",17533278,10645204.5,6261885
2018,"MADAGASCAR","MDG",0.123102264831808,512.543991518575,18.27047187,45.2,24,65.8,4.27076626,26846541,"52","12.6470453599113",32.088,"Sub-Saharan Africa","Low income","High","High",56683528940.6064,20674843382.592,861451807.608
2018,"MALAWI","MWI",0.087620331640832,537.932204050438,23.47253554,34.2,20.7,47.8,6.87366676,18367883,"87","40.6356736680772",33.925,"Sub-Saharan Africa","Low income","High","High",29785634591.045,12898799917.0425,623130430.775
2018,"MALAYSIA","MYS",7.4523713820598,11073.9785943006,16.46084288,6.9,4.2,8,3.75944281,32399271,"96","95.8188477075049",15.978,"East Asia and Pacific","Upper middle income","High","High",4141404416.304,2174237318.5596,517675552.038
2018,"MALDIVES","MDV",3.62648491704066,10823.6104831326,10.89985209,6.5,5.1,7.6,7.43627834,489758,"99","97.2088513367239",15.531,"South Asia","Upper middle income","High","High",57808879.3848,38792800.6398,7606431.498
2018,"MALI","MLI",0.194032415889438,856.35659593664,60.53457655,65.9,35.2,106.2,3.73249912,19934298,"70","43.0319385671456",42.901,"Sub-Saharan Africa","Low income","High","Low",90822380024.4876,30103086411.1296,855201318.498
2018,"MALTA","MLT",3.20347481583889,31566.3581092742,13.0359469,5.5,4.2,6.3,8.56596088,484630,"96","99.9645221405688",9.2,"Middle East and North Africa","High income","High","High",28089154.8,18726103.2,4458596
2018,"MARSHALL ISLANDS","MHL",3.28556828806889,4769.19045858792,9.066089264,27.1,15.2,32.7,15.26284122,45989,"83","81.8090546676548",21.514,"East Asia and Pacific","Upper middle income","High","High",32353620.2142,15038991.6592,989407.346
2018,"MAURITANIA","MRT",0.870135939862018,1749.95423645373,66.65394242,34.7,24.2,44.6,3.43577695,4270712,"78","47.5458940516824",34.183,"Sub-Saharan Africa","Lower middle income","High","High",6510964374.0016,3532855108.7632,145985748.296
2018,"MAURITIUS","MUS",3.26641523984712,11643.4605962124,14.92622738,13.8,9.7,15.4,5.86705875,1265577,"99","..",10.2,"Sub-Saharan Africa","Upper middle income","High","Low",198796835.16,125216188.38,12908885.4
2018,"MEXICO","MEX",3.58748930492536,9857.00748742213,20.39335761,12.6,8.7,14.7,5.38345814,124013861,"97","90.1607704691038",16.465,"Latin America and Caribbean","Upper middle income","High","Low",30015756854.0655,17764427525.8755,2041888221.365
2018,"MOLDOVA","MDA",3.16042055213444,4156.95750022299,13.90585086,12.9,11.2,15,6.58753395,2707203,"93","82.2969313505851",13.443,"Europe and Central Asia","Upper middle income","Low","Low",545893948.935,407600815.2048,36392929.929
2018,"MONGOLIA","MNG",6.80965906666612,4165.0228208175,37.47248859,14.4,8.7,16.8,3.79951382,3163991,"99","66.5167034590932",23.836,"East Asia and Pacific","Lower middle income","High","Low",1267003743.1968,656126938.4412,75416889.476
2018,"MONTENEGRO","MNE",4.01830843084598,8850.37840418683,21.67742225,2.5,1.4,3,8.34355545,622227,"42","97.2142472692461",11.7,"Europe and Central Asia","Upper middle income","Low","High",21840167.7,10192078.26,7280055.9
2018,"MOROCCO","MAR",1.78932796096006,3492.67236328125,33.92957286,17.5,12.6,20.4,5.33229017,35927511,"99","85.4034658197899",18.813,"Middle East and North Africa","Lower middle income","High","Low",13788446994.6372,8516393731.9818,675904264.443
2018,"MOZAMBIQUE","MOZ",0.233657167828116,504.535826061786,21.54200034,55.2,29.4,76.3,8.0889616,29423878,"87","31.9467194446126",37.753,"Sub-Saharan Africa","Low income","High","High",84757066526.0242,32658686184.3396,1110839666.134
2018,"MYANMAR","MMR",0.622498220579214,1274.91566321935,29.57682003,37,23.2,46.4,4.89992189,52666014,"93","72.6910428346126",17.869,"East Asia and Pacific","Lower middle income","High","High",43666529793.3024,21833264896.6512,941089004.166
2018,"NAMIBIA","NAM",1.77883176482325,5687.38118605248,24.74796538,31.5,20.6,43.6,8.31648731,2405680,"82","34.6797496021743",29.008,"Sub-Saharan Africa","Upper middle income","High","High",3042580893.184,1437549688.064,69783965.44
2018,"NAURU","NRU",4.52868165045287,10985.8755528475,5.866224431,25.4,19.5,30.5,11.72690773,11924,"99","65.9320445778152",29.686,"East Asia and Pacific","High income","High","High",10796263.852,6902529.348,353975.864
2018,"NEPAL","NPL",0.531081943087649,1161.5343496196,82.68815279,25.5,18.3,30.6,4.52845383,28506712,"91","69.207890923476",21.026,"South Asia","Lower middle income","High","High",18341093071.2672,10968692915.1696,599382126.512
2018,"NETHERLANDS","NLD",8.78514410481566,53044.5324352244,12.07642052,3.5,2.6,4,10.01993561,17231624,"93","97.7036435535394",9.8,"Europe and Central Asia","High income","High","High",675479660.8,439061779.52,168869915.2
2018,"NEW ZEALAND","NZL",6.61327184426397,43236.8866923404,6.034471375,4.2,2.7,5,9.0351162,4900600,"92","100",11.84,"East Asia and Pacific","High income","High","High",290115520,156662380.8,58023104
2018,"NICARAGUA","NIC",0.764549887382264,1981.86316786346,20.55766527,13.6,9.3,15.8,8.4993515,6572233,"99","72.920573308785",21.704,"Latin America and Caribbean","Lower middle income","High","Low",2253771171.5056,1326586828.7976,142643745.032
2018,"NIGER","NER",0.0866494651340312,567.330849192284,79.91205868,60.4,33.9,117.7,5.28844786,22577058,"77","14.2977760229761",46.127,"Sub-Saharan Africa","Low income","High","Low",122574187028.878,35303865253.0074,1041411954.366
2018,"NIGERIA","NGA",0.572783212388204,2125.83428239448,69.82257148,75.5,36.4,119.6,3.09069347,198387623,"56","42.2262606432937",38.248,"Sub-Saharan Africa","Lower middle income","High","Low",907516404618.678,276200644883.946,7587929804.504
2018,"NORTH MACEDONIA","MKD",3.34772328711305,6108.73913136452,30.88528202,7.1,5.5,8.1,6.45699358,2076217,"75","97.3296844820361",10.3,"Europe and Central Asia","Upper middle income","High","High",173218784.31,117617693.05,21385035.1
2018,"NORWAY","NOR",7.26131587924207,82792.8427113304,6.695799295,2,1.4,2.4,10.02394581,5311916,"96","98.0532516234539",10.4,"Europe and Central Asia","High income","Low","Low",132585423.36,77341496.96,55243926.4
2018,"OMAN","OMN",16.3795758327742,19887.5743113149,44.31794214,9.3,4.8,10.8,3.68675041,4601157,"99","99.3198098128849",19.816,"Middle East and North Africa","High income","High","Low",984706492.8096,437647330.1376,91176527.112
2018,"PAKISTAN","PAK",0.850427079681196,1620.7425960251,62.39700577,57.4,42.3,69.6,2.82844954,219731479,"79","63.661548360129",28.594,"South Asia","Lower middle income","High","High",437296932972.61,265770980815.25,6283001910.526
2018,"PALAU","PLW",11.8618450515002,15948.275862069,7.150738006,16.6,9.4,17.9,11.21721172,17864,"90","98.035848073458",14,"East Asia and Pacific","Upper middle income","High","Low",4476718.4,2350902.4,250096
2018,"PANAMA","PAN",2.38131879080632,16156.0742942819,13.63064322,13.2,8.6,15.4,7.87820292,4165255,"98","82.1906127496453",18.814,"Latin America and Caribbean","High income","High","Low",1206822656.578,673939925.102,78365107.57
2018,"PAPUA NEW GUINEA","PNG",0.762549780383734,2584.32773832502,16.26495641,37.3,22.6,46.9,2.29408503,9329227,"37","19.0774037949849",26.834,"East Asia and Pacific","Lower middle income","High","High",11740968386.2142,5657694787.3868,250340477.318
2018,"PARAGUAY","PRY",1.29748167406657,6242.96150239538,12.47939839,17.1,10.7,20,6.74497652,6443328,"93","90.6773914106948",21.664,"Latin America and Caribbean","Upper middle income","Low","Low",2791765155.84,1493594358.3744,139588257.792
2018,"PERU","PER",1.69513088210562,6912.10462268352,30.63848317,11.9,7.7,15.3,5.19228029,32203944,"85","76.1198895509194",18.092,"Latin America and Caribbean","Upper middle income","High","Low",8914296449.1744,4486279912.3296,582633754.848
2018,"PHILIPPINES","PHL",1.28139072984074,3194.67270414955,18.73649283,22.2,13.3,28,3.9538188,108568836,"77","80.0906894479524",22.445,"East Asia and Pacific","Lower middle income","High","High",68231170672.56,32409806069.466,2436827524.02
2018,"POLAND","POL",8.20953133332017,15504.5089372145,22.74705532,3.9,2.8,4.5,6.32764196,37974750,"93","98.9554219376425",10.2,"Europe and Central Asia","High income","High","High",1743041025,1084558860,387342450
2018,"PORTUGAL","PRT",4.8096126128982,23562.5545228187,8.29850884,2.9,2,3.6,9.4126482,10283822,"99","99.6100577656131",8.5,"Europe and Central Asia","High income","High","High",314684953.2,174824974,87412487
2018,"QATAR","QAT",31.4809674373955,66264.081168209,77.11333116,5.5,3.7,6.5,3.25339484,2766732,"99","99.9365461279432",10.598,"Middle East and North Africa","High income","High","High",190591867.284,108490755.2232,29321825.736
2018,"ROMANIA","ROU",3.86106171468889,12494.4246355892,15.69941205,6.1,3.4,7.4,5.56050777,19473970,"90","85.6906200119311",10.8,"Europe and Central Asia","High income","High","High",1556359682.4,715084178.4,210318876
2018,"RUSSIAN FEDERATION","RUS",11.4965712497165,11287.3544921875,11.62978513,5.1,2.9,6.3,5.35520792,144477859,"98","88.4737990594145",10.9,"Europe and Central Asia","Upper middle income","High","High",9921294577.53,4566945122.99,1574808663.1
2018,"RWANDA","RWA",0.111987033315544,768.964130260141,36.6600241,32.1,18.6,43.4,6.69975424,12531808,"99","69.8648759524537",31.158,"Sub-Saharan Africa","Low income","High","High",16946227597.0176,7262668970.1504,390466073.664
2018,"SAMOA","WSM",1.18597431581156,4189.05221936817,11.0444457,15.3,7,17.9,5.09365797,209701,"40","96.4845978819616",28.222,"East Asia and Pacific","Lower middle income","High","Low",105935451.0338,41427271.354,5918181.622
2018,"SAO TOME AND PRINCIPE","STP",0.650598077068665,1950.62935180937,31.12162978,14.5,9,18.3,5.84369898,211344,"95","43.7951971255154",29.535,"Sub-Saharan Africa","Lower middle income","High","Low",114229424.232,56178405.36,6242045.04
2018,"SAUDI ARABIA","SAU",15.0655004937014,24175.5831237449,61.90085192,6.6,3.8,7.7,5.53687382,35018133,"98","95.3154208309612",18.703,"Middle East and North Africa","High income","High","High",5043069889.5423,2488787737.6962,654944141.499
2018,"SENEGAL","SEN",0.65339707602786,1484.22706929232,60.0827093,31.9,23,43.7,4.43182087,15574909,"86","55.9960419566084",33.955,"Sub-Saharan Africa","Lower middle income","High","High",23110571733.6515,12163458807.185,528846035.095
2018,"SERBIA","SRB",6.61535438641515,7252.40366767165,25.88760434,5,3.7,5.8,8.53168106,6982604,"92","97.8406107893979",9.2,"Europe and Central Asia","Upper middle income","High","High",372591749.44,237687840.16,64239956.8
2018,"SEYCHELLES","SYC",6.22455096008764,16409.4711279453,15.60358619,12.5,9,14.5,4.98726749,96762,"96","99.1758277398665",17.1,"Sub-Saharan Africa","High income","High","Low",23992137.9,14891671.8,1654630.2
2018,"SIERRA LEONE","SLE",0.132764621949018,519.649983516466,50.8684225,85.2,32.9,116.8,8.28987503,7861281,"87","19.20548437001",33.099,"Sub-Saharan Africa","Low income","High","Low",30391423050.8592,8560597760.0451,260200539.819
2018,"SINGAPORE","SGP",8.01821207673574,66836.5385122528,18.49335298,2.1,1,2.5,4.07418776,5638676,"95","100",8.8,"East Asia and Pacific","High income","Low","Low",124050872,49620348.8,49620348.8
2018,"SLOVAK REPUBLIC","SVK",6.05957180869179,19486.3936845502,18.49542534,4.9,2.9,5.9,6.69954538,5446771,"96","97.5317704157614",10.6,"Europe and Central Asia","High income","High","High",340641058.34,167433740.54,57735772.6
2018,"SLOVENIA","SVN",6.78573736169737,26123.7471277906,17.08366574,1.9,1.4,2.4,8.27911568,2073894,"93","98.4712612260836",9.4,"Europe and Central Asia","High income","Low","Low",46787048.64,27292445.04,19494603.6
2018,"SOLOMON ISLANDS","SLB",0.456428451161852,2450.48293051599,12.75980934,17.7,8.4,20.7,3.87172961,659249,"93","34.2283271567139",31.219,"East Asia and Pacific","Lower middle income","High","Low",426028656.7917,172881194.0604,20581094.531
2018,"SOUTH AFRICA","ZAF",7.66737702463575,7048.50811239074,28.75401758,27.8,11.2,35.1,8.06289959,57339635,"81","74.6116795396623",21.137,"Sub-Saharan Africa","Upper middle income","Low","High",42540774061.3245,13574264087.944,1211987864.995
2018,"SPAIN","ESP",5.52105983547843,30379.7211126417,9.769206907,2.7,1.9,3.2,9.00140381,46797754,"98","99.9195943597293",7.9,"Europe and Central Asia","High income","Low","High",1183047221.12,702434287.54,369702256.6
2018,"SRI LANKA","LKA",1.00093677895708,4360.58474164383,19.69446106,6.5,4.3,7.6,3.91227913,21670000,"99","91.6293176553116",14.805,"South Asia","Lower middle income","High","High",2438265060,1379544705,320824350
2018,"ST. KITTS AND NEVIS","KNA",5.13389585645192,22548.1506296397,8.770852336,13.3,10.7,15.9,4.88528252,47761,"96","..",12.942,"Latin America and Caribbean","High income","Low","Low",9828153.5058,6613914.6234,618122.862
2018,"ST. LUCIA","LCA",2.96759758949451,11563.8720659858,21.15799134,21.2,12.4,23.6,4.41884804,177888,"86","83.3759970105939",11.986,"Latin America and Caribbean","Upper middle income","High","Low",50319107.4048,26438853.0432,2132165.568
2018,"ST. VINCENT AND THE GRENADINES","VCT",2.39644380277543,8399.69396687848,21.05824537,13.9,9.4,15.2,4.13830519,105281,"99","89.7010626007435",13.708,"Latin America and Caribbean","Upper middle income","High","Low",21936517.6096,13566004.3112,1443191.948
2018,"SUDAN","SDN",0.515971084018811,769.869140625,53.77109049,42,28.3,60.3,4.46358299,41999059,"88","36.6726971878423",35.236,"Sub-Saharan Africa","Low income","High","High",89236694228.3172,41880571254.7492,1479878842.924
2018,"SURINAME","SUR",3.61542154063819,6730.83678250321,22.04999577,16.8,11.7,18.8,6.68795872,593715,"77","88.5487213621858",18.577,"Latin America and Caribbean","Upper middle income","Low","Low",207353538.834,129044489.5935,11029443.555
2018,"SWEDEN","SWE",3.52974394445168,54589.0603860606,5.688407622,2.2,1.5,2.7,10.94106293,10175214,"97","98.9149080830485",11.4,"Europe and Central Asia","High income","Low","Low",313193086.92,173996159.4,115997439.6
2018,"SWITZERLAND","CHE",4.40214372735655,85216.6429514169,10.15005926,3.6,2.8,4.1,11.38538456,8514329,"95","99.8998745805806",10.3,"Europe and Central Asia","High income","High","High",359560113.67,245553248.36,87697588.7
2018,"TAJIKISTAN","TJK",0.887070870578997,850.666958178735,38.14076689,30.2,14.9,34.5,7.01381588,9128132,"98","96.4260333591642",28.688,"Europe and Central Asia","Lower middle income","High","High",9034440853.152,3901830977.1584,261867850.816
2018,"TANZANIA","TZA",0.206899782120787,1011.59967041016,25.50347928,36.8,21.3,51.9,4.16191673,58090443,"88","27.9447655542304",37.525,"Sub-Saharan Africa","Lower middle income","High","High",113133897038.542,46430674507.1475,2179843873.575
2018,"THAILAND","THA",3.71842785188273,7124.55886705161,27.48165939,8.1,5.4,9.4,3.87040329,71127802,"96","98.1252162289003",9.662,"East Asia and Pacific","Upper middle income","High","High",6460026135.4856,3711078843.7896,687236822.924
2018,"TIMOR-LESTE","TLS",0.404249333317484,1239.36608695997,15.51584391,47.1,23.6,55.8,6.28910303,1261845,"77","54.1065865891882",25.921,"East Asia and Pacific","Lower middle income","High","High",1825122260.871,771915508.182,32708284.245
2018,"TOGO","TGO",0.272149541444365,873.555156326018,46.39462374,46.8,25.5,68.8,6.00396872,8046679,"71","17.7694527426618",33.186,"Sub-Saharan Africa","Low income","High","High",18372151743.4272,6809445776.997,267037089.294
2018,"TONGA","TON",1.27627199239182,4649.61351282985,10.60572192,10.2,5.2,11.9,4.80628061,105150,"99","94.2607995232122",23.625,"East Asia and Pacific","Upper middle income","High","Low",29561608.125,12917677.5,2484168.75
2018,"TRINIDAD AND TOBAGO","TTO",11.8054055634678,16164.1613344567,21.87542393,16,11.4,17.9,6.66994572,1504709,"90","93.9152110121169",12.557,"Latin America and Caribbean","High income","Low","Low",338213893.3427,215398792.4082,18894630.913
2018,"TUNISIA","TUN",2.59976480429423,3577.1694604526,30.61001314,14.6,12.1,17,5.93711042,11933041,"96","95.3156291923548",17.737,"Middle East and North Africa","Lower middle income","High","Low",3598157919.689,2561041813.4257,211656348.217
2018,"TURKIYE","TUR",5.00078952480992,9400.83633703723,26.54401982,9.2,5.6,10.7,4.12363815,82809304,"96","98.1456850972813",16.481,"Europe and Central Asia","Upper middle income","High","Low",14603147489.6968,7642768779.6544,1364780139.224
2018,"TURKMENISTAN","TKM",10.4397215133356,6721.34954037245,26.54690284,37.2,24.2,43.2,5.69395018,6065066,"99","98.5966762172945",23.845,"Europe and Central Asia","Upper middle income","High","High",6247648746.864,3499840270.234,144621498.77
